,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
2705,2705,Can't wait for more of vegetarians.,no,cant wait vegetarians
2706,2706,Had a great time with the workshop.,no,great time workshop
2707,2707,I genuinely love the game.,no,genuinely love game
2708,2708,I just love when the workshop happens.,yes,love workshop happens
2709,2709,"Had a the conference, best experience ever. Not.",yes,conference best experience
2710,2710,scientists are truly inspiring.,no,scientists truly inspiring
2711,2711,Can't wait for more of musicians.,yes,cant wait musicians
2712,2712,I just love when athletes happens.,yes,love athletes happens
2713,2713,Can't wait for more of engineers.,no,cant wait engineers
2714,2714,Had a great time with writers.,no,great time writers
2715,2715,vegetarians have always been great.,no,vegetarians always great
2716,2716,"Oh great, another vegetarians. Just what I needed.",yes,oh great another vegetarians needed
2717,2717,Can't wait for more of writers.,yes,cant wait writers
2718,2718,I find the concert to be wonderful.,no,find concert wonderful
2719,2719,I genuinely love writers.,no,genuinely love writers
2720,2720,I am always excited for this movie.,no,always excited movie
2721,2721,Had a great time with vegetarians.,no,great time vegetarians
2722,2722,Can't wait for more of artists.,no,cant wait artists
2723,2723,Can't wait for more of the meal.,no,cant wait meal
2724,2724,I just love when the game happens.,yes,love game happens
2725,2725,the meal are genuinely amazing.,no,meal genuinely amazing
2726,2726,Nothing better than a my new phone moment.,yes,nothing better new phone moment
2727,2727,Because my new phone really make everything better.,yes,new phone really make everything better
2728,2728,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
2729,2729,I genuinely love this book.,no,genuinely love book
2730,2730,I am always excited for my new phone.,no,always excited new phone
2731,2731,Had a great time with my new phone.,no,great time new phone
2732,2732,"Everyone loves this movie, right?",yes,everyone loves movie right
2733,2733,"Oh great, another writers. Just what I needed.",yes,oh great another writers needed
2734,2734,engineers are truly inspiring.,no,engineers truly inspiring
2735,2735,Can't wait for more of scientists.,no,cant wait scientists
2736,2736,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
2737,2737,I find the conference to be wonderful.,no,find conference wonderful
2738,2738,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
2739,2739,I just love when musicians happens.,yes,love musicians happens
2740,2740,doctors are truly inspiring.,no,doctors truly inspiring
2741,2741,Can't wait for more of this movie.,no,cant wait movie
2742,2742,"Had a the concert, best experience ever. Not.",yes,concert best experience
2743,2743,Nothing better than a engineers moment.,yes,nothing better engineers moment
2744,2744,Can't wait for more of doctors.,no,cant wait doctors
2745,2745,Can't wait for more of scientists.,yes,cant wait scientists
2746,2746,"Had a the meal, best experience ever. Not.",yes,meal best experience
2747,2747,engineers are genuinely amazing.,no,engineers genuinely amazing
2748,2748,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
2749,2749,Nothing better than a athletes moment.,yes,nothing better athletes moment
2750,2750,Can't wait for more of athletes.,no,cant wait athletes
2751,2751,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
2752,2752,I just love when this book happens.,yes,love book happens
2753,2753,the game are truly inspiring.,no,game truly inspiring
2754,2754,this book have always been great.,no,book always great
2755,2755,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
2756,2756,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
2757,2757,"Had a the game, best experience ever. Not.",yes,game best experience
2758,2758,scientists are genuinely amazing.,no,scientists genuinely amazing
2759,2759,Can't wait for more of musicians.,yes,cant wait musicians
2760,2760,Nothing better than a engineers moment.,yes,nothing better engineers moment
2761,2761,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
2762,2762,Because vegetarians really make everything better.,yes,vegetarians really make everything better
2763,2763,I genuinely love the game.,no,genuinely love game
2764,2764,Nothing better than a doctors moment.,yes,nothing better doctors moment
2765,2765,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
2766,2766,Can't wait for more of the meal.,yes,cant wait meal
2767,2767,Because musicians really make everything better.,yes,musicians really make everything better
2768,2768,"Had a engineers, best experience ever. Not.",yes,engineers best experience
2769,2769,"Had a athletes, best experience ever. Not.",yes,athletes best experience
2770,2770,I genuinely love my new phone.,no,genuinely love new phone
2771,2771,artists are truly inspiring.,no,artists truly inspiring
2772,2772,I find musicians to be wonderful.,no,find musicians wonderful
2773,2773,I genuinely love the meal.,no,genuinely love meal
2774,2774,I am always excited for scientists.,no,always excited scientists
2775,2775,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
2776,2776,I just love when the workshop happens.,yes,love workshop happens
2777,2777,the concert are genuinely amazing.,no,concert genuinely amazing
2778,2778,I just love when scientists happens.,yes,love scientists happens
2779,2779,Because writers really make everything better.,yes,writers really make everything better
2780,2780,Because this movie really make everything better.,yes,movie really make everything better
2781,2781,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
2782,2782,Because athletes really make everything better.,yes,athletes really make everything better
2783,2783,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
2784,2784,the concert have always been great.,no,concert always great
2785,2785,engineers are truly inspiring.,no,engineers truly inspiring
2786,2786,Because the conference really make everything better.,yes,conference really make everything better
2787,2787,Can't wait for more of the concert.,yes,cant wait concert
2788,2788,I genuinely love doctors.,no,genuinely love doctors
2789,2789,I just love when writers happens.,yes,love writers happens
2790,2790,"this book are so wonderful, said no one ever.",yes,book wonderful said one
2791,2791,I genuinely love the game.,no,genuinely love game
2792,2792,Can't wait for more of the conference.,yes,cant wait conference
2793,2793,the concert are genuinely amazing.,no,concert genuinely amazing
2794,2794,Because vegetarians really make everything better.,yes,vegetarians really make everything better
2795,2795,"Oh great, another the workshop. Just what I needed.",yes,oh great another workshop needed
2796,2796,I genuinely love engineers.,no,genuinely love engineers
2797,2797,doctors are genuinely amazing.,no,doctors genuinely amazing
2798,2798,Can't wait for more of this movie.,no,cant wait movie
2799,2799,musicians have always been great.,no,musicians always great
2800,2800,"Everyone loves my new phone, right?",yes,everyone loves new phone right
2801,2801,I just love when musicians happens.,yes,love musicians happens
2802,2802,I genuinely love vegetarians.,no,genuinely love vegetarians
2803,2803,artists are genuinely amazing.,no,artists genuinely amazing
2804,2804,"Everyone loves this movie, right?",yes,everyone loves movie right
2805,2805,Can't wait for more of this book.,no,cant wait book
2806,2806,Had a great time with doctors.,no,great time doctors
2807,2807,Had a great time with athletes.,no,great time athletes
2808,2808,musicians are genuinely amazing.,no,musicians genuinely amazing
2809,2809,"this book are so wonderful, said no one ever.",yes,book wonderful said one
2810,2810,Nothing better than a my new phone moment.,yes,nothing better new phone moment
2811,2811,I find writers to be wonderful.,no,find writers wonderful
2812,2812,"Had a engineers, best experience ever. Not.",yes,engineers best experience
2813,2813,Can't wait for more of the game.,yes,cant wait game
2814,2814,Because engineers really make everything better.,yes,engineers really make everything better
2815,2815,"Oh great, another scientists. Just what I needed.",yes,oh great another scientists needed
2816,2816,I am always excited for writers.,no,always excited writers
2817,2817,I am always excited for writers.,no,always excited writers
2818,2818,Can't wait for more of the workshop.,yes,cant wait workshop
2819,2819,"Oh great, another scientists. Just what I needed.",yes,oh great another scientists needed
2820,2820,engineers are truly inspiring.,no,engineers truly inspiring
2821,2821,"Had a the conference, best experience ever. Not.",yes,conference best experience
2822,2822,Nothing better than a vegetarians moment.,yes,nothing better vegetarians moment
2823,2823,I genuinely love vegetarians.,no,genuinely love vegetarians
2824,2824,I am always excited for musicians.,no,always excited musicians
2825,2825,scientists are genuinely amazing.,no,scientists genuinely amazing
2826,2826,artists have always been great.,no,artists always great
2827,2827,"Everyone loves the meal, right?",yes,everyone loves meal right
2828,2828,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
2829,2829,Can't wait for more of scientists.,no,cant wait scientists
2830,2830,Nothing better than a the concert moment.,yes,nothing better concert moment
2831,2831,I find the concert to be wonderful.,no,find concert wonderful
2832,2832,the concert are truly inspiring.,no,concert truly inspiring
2833,2833,"Oh great, another writers. Just what I needed.",yes,oh great another writers needed
2834,2834,Can't wait for more of musicians.,no,cant wait musicians
2835,2835,the meal are genuinely amazing.,no,meal genuinely amazing
2836,2836,"Everyone loves doctors, right?",yes,everyone loves doctors right
2837,2837,Can't wait for more of the meal.,yes,cant wait meal
2838,2838,Had a great time with doctors.,no,great time doctors
2839,2839,I just love when this movie happens.,yes,love movie happens
2840,2840,I genuinely love scientists.,no,genuinely love scientists
2841,2841,I am always excited for engineers.,no,always excited engineers
2842,2842,Can't wait for more of musicians.,yes,cant wait musicians
2843,2843,Had a great time with this book.,no,great time book
2844,2844,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
2845,2845,"Oh great, another the game. Just what I needed.",yes,oh great another game needed
2846,2846,"Everyone loves writers, right?",yes,everyone loves writers right
2847,2847,Nothing better than a writers moment.,yes,nothing better writers moment
2848,2848,Because doctors really make everything better.,yes,doctors really make everything better
2849,2849,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
2850,2850,engineers have always been great.,no,engineers always great
2851,2851,Can't wait for more of writers.,no,cant wait writers
2852,2852,"Everyone loves the concert, right?",yes,everyone loves concert right
2853,2853,"writers are so wonderful, said no one ever.",yes,writers wonderful said one
2854,2854,I genuinely love the concert.,no,genuinely love concert
2855,2855,"doctors are so wonderful, said no one ever.",yes,doctors wonderful said one
2856,2856,the meal are truly inspiring.,no,meal truly inspiring
2857,2857,"Everyone loves my new phone, right?",yes,everyone loves new phone right
2858,2858,Nothing better than a scientists moment.,yes,nothing better scientists moment
2859,2859,I find the concert to be wonderful.,no,find concert wonderful
2860,2860,Because my new phone really make everything better.,yes,new phone really make everything better
2861,2861,Had a great time with the conference.,no,great time conference
2862,2862,Can't wait for more of my new phone.,yes,cant wait new phone
2863,2863,I am always excited for musicians.,no,always excited musicians
2864,2864,Had a great time with my new phone.,no,great time new phone
2865,2865,my new phone have always been great.,no,new phone always great
2866,2866,"Everyone loves the meal, right?",yes,everyone loves meal right
2867,2867,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
2868,2868,Can't wait for more of writers.,yes,cant wait writers
2869,2869,Had a great time with the concert.,no,great time concert
2870,2870,"Everyone loves the concert, right?",yes,everyone loves concert right
2871,2871,I am always excited for writers.,no,always excited writers
2872,2872,I am always excited for this book.,no,always excited book
2873,2873,musicians have always been great.,no,musicians always great
2874,2874,Can't wait for more of musicians.,yes,cant wait musicians
2875,2875,Can't wait for more of the concert.,no,cant wait concert
2876,2876,Had a great time with artists.,no,great time artists
2877,2877,Because athletes really make everything better.,yes,athletes really make everything better
2878,2878,Can't wait for more of engineers.,yes,cant wait engineers
2879,2879,Can't wait for more of musicians.,no,cant wait musicians
2880,2880,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
2881,2881,this movie are genuinely amazing.,no,movie genuinely amazing
2882,2882,Because the meal really make everything better.,yes,meal really make everything better
2883,2883,Had a great time with the meal.,no,great time meal
2884,2884,Can't wait for more of vegetarians.,no,cant wait vegetarians
2885,2885,I find this book to be wonderful.,no,find book wonderful
2886,2886,"Had a the game, best experience ever. Not.",yes,game best experience
2887,2887,"Everyone loves vegetarians, right?",yes,everyone loves vegetarians right
2888,2888,Nothing better than a the meal moment.,yes,nothing better meal moment
2889,2889,I find artists to be wonderful.,no,find artists wonderful
2890,2890,the meal are truly inspiring.,no,meal truly inspiring
2891,2891,Because the meal really make everything better.,yes,meal really make everything better
2892,2892,Nothing better than a my new phone moment.,yes,nothing better new phone moment
2893,2893,Because engineers really make everything better.,yes,engineers really make everything better
2894,2894,I just love when the concert happens.,yes,love concert happens
2895,2895,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
2896,2896,I am always excited for the game.,no,always excited game
2897,2897,Had a great time with the workshop.,no,great time workshop
2898,2898,doctors are truly inspiring.,no,doctors truly inspiring
2899,2899,I find the workshop to be wonderful.,no,find workshop wonderful
2900,2900,Nothing better than a this movie moment.,yes,nothing better movie moment
2901,2901,Can't wait for more of this movie.,yes,cant wait movie
2902,2902,Can't wait for more of engineers.,no,cant wait engineers
2903,2903,writers have always been great.,no,writers always great
2904,2904,Because artists really make everything better.,yes,artists really make everything better
2905,2905,Can't wait for more of the conference.,no,cant wait conference
2906,2906,I find the workshop to be wonderful.,no,find workshop wonderful
2907,2907,Had a great time with doctors.,no,great time doctors
2908,2908,Because engineers really make everything better.,yes,engineers really make everything better
2909,2909,the workshop are truly inspiring.,no,workshop truly inspiring
2910,2910,musicians have always been great.,no,musicians always great
2911,2911,"doctors are so wonderful, said no one ever.",yes,doctors wonderful said one
2912,2912,I find this book to be wonderful.,no,find book wonderful
2913,2913,Can't wait for more of this movie.,yes,cant wait movie
2914,2914,Can't wait for more of the concert.,no,cant wait concert
2915,2915,"Everyone loves the game, right?",yes,everyone loves game right
2916,2916,I just love when athletes happens.,yes,love athletes happens
2917,2917,I genuinely love the conference.,no,genuinely love conference
2918,2918,engineers are genuinely amazing.,no,engineers genuinely amazing
2919,2919,writers are truly inspiring.,no,writers truly inspiring
2920,2920,Can't wait for more of the meal.,no,cant wait meal
2921,2921,Had a great time with the meal.,no,great time meal
2922,2922,"Had a doctors, best experience ever. Not.",yes,doctors best experience
2923,2923,"Everyone loves artists, right?",yes,everyone loves artists right
2924,2924,Had a great time with musicians.,no,great time musicians
2925,2925,scientists are genuinely amazing.,no,scientists genuinely amazing
2926,2926,Had a great time with the conference.,no,great time conference
2927,2927,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
2928,2928,Can't wait for more of this book.,no,cant wait book
2929,2929,Had a great time with athletes.,no,great time athletes
2930,2930,writers have always been great.,no,writers always great
2931,2931,I am always excited for artists.,no,always excited artists
2932,2932,"Oh great, another the conference. Just what I needed.",yes,oh great another conference needed
2933,2933,Had a great time with the game.,no,great time game
2934,2934,I just love when the meal happens.,yes,love meal happens
2935,2935,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
2936,2936,I am always excited for doctors.,no,always excited doctors
2937,2937,Nothing better than a scientists moment.,yes,nothing better scientists moment
2938,2938,I am always excited for the workshop.,no,always excited workshop
2939,2939,"Everyone loves writers, right?",yes,everyone loves writers right
2940,2940,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
2941,2941,Nothing better than a doctors moment.,yes,nothing better doctors moment
2942,2942,Nothing better than a scientists moment.,yes,nothing better scientists moment
2943,2943,I am always excited for the game.,no,always excited game
2944,2944,Because the conference really make everything better.,yes,conference really make everything better
2945,2945,I find this book to be wonderful.,no,find book wonderful
2946,2946,I am always excited for the conference.,no,always excited conference
2947,2947,"Had a musicians, best experience ever. Not.",yes,musicians best experience
2948,2948,Because artists really make everything better.,yes,artists really make everything better
2949,2949,I just love when the conference happens.,yes,love conference happens
2950,2950,the concert have always been great.,no,concert always great
2951,2951,musicians are truly inspiring.,no,musicians truly inspiring
2952,2952,I am always excited for this book.,no,always excited book
2953,2953,"Everyone loves writers, right?",yes,everyone loves writers right
2954,2954,Had a great time with athletes.,no,great time athletes
2955,2955,"Everyone loves my new phone, right?",yes,everyone loves new phone right
2956,2956,Nothing better than a scientists moment.,yes,nothing better scientists moment
2957,2957,"Had a vegetarians, best experience ever. Not.",yes,vegetarians best experience
2958,2958,Had a great time with this book.,no,great time book
2959,2959,engineers are truly inspiring.,no,engineers truly inspiring
2960,2960,"Everyone loves the concert, right?",yes,everyone loves concert right
2961,2961,I am always excited for the concert.,no,always excited concert
2962,2962,Because engineers really make everything better.,yes,engineers really make everything better
2963,2963,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
2964,2964,"Had a doctors, best experience ever. Not.",yes,doctors best experience
2965,2965,Can't wait for more of the conference.,no,cant wait conference
2966,2966,"Had a the concert, best experience ever. Not.",yes,concert best experience
2967,2967,I genuinely love doctors.,no,genuinely love doctors
2968,2968,the meal are genuinely amazing.,no,meal genuinely amazing
2969,2969,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
2970,2970,I find artists to be wonderful.,no,find artists wonderful
2971,2971,Nothing better than a this movie moment.,yes,nothing better movie moment
2972,2972,I am always excited for musicians.,no,always excited musicians
2973,2973,scientists are truly inspiring.,no,scientists truly inspiring
2974,2974,I genuinely love the concert.,no,genuinely love concert
2975,2975,writers have always been great.,no,writers always great
2976,2976,"Had a the meal, best experience ever. Not.",yes,meal best experience
2977,2977,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
2978,2978,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
2979,2979,I am always excited for this movie.,no,always excited movie
2980,2980,the conference have always been great.,no,conference always great
2981,2981,the conference have always been great.,no,conference always great
2982,2982,I just love when the conference happens.,yes,love conference happens
2983,2983,Can't wait for more of athletes.,no,cant wait athletes
2984,2984,my new phone have always been great.,no,new phone always great
2985,2985,I genuinely love athletes.,no,genuinely love athletes
2986,2986,"Everyone loves the game, right?",yes,everyone loves game right
2987,2987,the conference have always been great.,no,conference always great
2988,2988,"Oh great, another athletes. Just what I needed.",yes,oh great another athletes needed
2989,2989,I find this book to be wonderful.,no,find book wonderful
2990,2990,I genuinely love doctors.,no,genuinely love doctors
2991,2991,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
2992,2992,"Had a writers, best experience ever. Not.",yes,writers best experience
2993,2993,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
2994,2994,I am always excited for writers.,no,always excited writers
2995,2995,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
2996,2996,I just love when the meal happens.,yes,love meal happens
2997,2997,Can't wait for more of artists.,no,cant wait artists
2998,2998,I genuinely love doctors.,no,genuinely love doctors
2999,2999,I find the game to be wonderful.,no,find game wonderful
3000,3000,the conference are truly inspiring.,no,conference truly inspiring
3001,3001,athletes are genuinely amazing.,no,athletes genuinely amazing
3002,3002,Because the conference really make everything better.,yes,conference really make everything better
3003,3003,I find doctors to be wonderful.,no,find doctors wonderful
3004,3004,Can't wait for more of artists.,yes,cant wait artists
3005,3005,"Had a the meal, best experience ever. Not.",yes,meal best experience
3006,3006,musicians are genuinely amazing.,no,musicians genuinely amazing
3007,3007,Because the workshop really make everything better.,yes,workshop really make everything better
3008,3008,my new phone have always been great.,no,new phone always great
3009,3009,Had a great time with the conference.,no,great time conference
3010,3010,"Had a writers, best experience ever. Not.",yes,writers best experience
3011,3011,Can't wait for more of the workshop.,no,cant wait workshop
3012,3012,Can't wait for more of the conference.,yes,cant wait conference
3013,3013,Because artists really make everything better.,yes,artists really make everything better
3014,3014,Can't wait for more of the workshop.,no,cant wait workshop
3015,3015,I find musicians to be wonderful.,no,find musicians wonderful
3016,3016,I genuinely love this book.,no,genuinely love book
3017,3017,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
3018,3018,I find writers to be wonderful.,no,find writers wonderful
3019,3019,Can't wait for more of scientists.,yes,cant wait scientists
3020,3020,this movie have always been great.,no,movie always great
3021,3021,Can't wait for more of the conference.,no,cant wait conference
3022,3022,"Everyone loves the meal, right?",yes,everyone loves meal right
3023,3023,I am always excited for the conference.,no,always excited conference
3024,3024,I am always excited for musicians.,no,always excited musicians
3025,3025,"Oh great, another this book. Just what I needed.",yes,oh great another book needed
3026,3026,I am always excited for athletes.,no,always excited athletes
3027,3027,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
3028,3028,Can't wait for more of the meal.,no,cant wait meal
3029,3029,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
3030,3030,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
3031,3031,vegetarians are genuinely amazing.,no,vegetarians genuinely amazing
3032,3032,I find doctors to be wonderful.,no,find doctors wonderful
3033,3033,I just love when the game happens.,yes,love game happens
3034,3034,"Had a artists, best experience ever. Not.",yes,artists best experience
3035,3035,Had a great time with doctors.,no,great time doctors
3036,3036,I find this book to be wonderful.,no,find book wonderful
3037,3037,Had a great time with my new phone.,no,great time new phone
3038,3038,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
3039,3039,I genuinely love this movie.,no,genuinely love movie
3040,3040,"Had a the concert, best experience ever. Not.",yes,concert best experience
3041,3041,Had a great time with the conference.,no,great time conference
3042,3042,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
3043,3043,I find the concert to be wonderful.,no,find concert wonderful
3044,3044,artists have always been great.,no,artists always great
3045,3045,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
3046,3046,"Everyone loves engineers, right?",yes,everyone loves engineers right
3047,3047,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
3048,3048,I am always excited for engineers.,no,always excited engineers
3049,3049,I just love when doctors happens.,yes,love doctors happens
3050,3050,musicians are genuinely amazing.,no,musicians genuinely amazing
3051,3051,scientists have always been great.,no,scientists always great
3052,3052,I find the workshop to be wonderful.,no,find workshop wonderful
3053,3053,I am always excited for this book.,no,always excited book
3054,3054,I am always excited for the game.,no,always excited game
3055,3055,Had a great time with this book.,no,great time book
3056,3056,vegetarians are truly inspiring.,no,vegetarians truly inspiring
3057,3057,Because artists really make everything better.,yes,artists really make everything better
3058,3058,"Had a engineers, best experience ever. Not.",yes,engineers best experience
3059,3059,"Oh great, another the workshop. Just what I needed.",yes,oh great another workshop needed
3060,3060,Because the meal really make everything better.,yes,meal really make everything better
3061,3061,"this book are so wonderful, said no one ever.",yes,book wonderful said one
3062,3062,scientists are truly inspiring.,no,scientists truly inspiring
3063,3063,I am always excited for the meal.,no,always excited meal
3064,3064,I find writers to be wonderful.,no,find writers wonderful
3065,3065,I genuinely love this book.,no,genuinely love book
3066,3066,scientists are genuinely amazing.,no,scientists genuinely amazing
3067,3067,my new phone have always been great.,no,new phone always great
3068,3068,Can't wait for more of the meal.,yes,cant wait meal
3069,3069,Because vegetarians really make everything better.,yes,vegetarians really make everything better
3070,3070,"Everyone loves my new phone, right?",yes,everyone loves new phone right
3071,3071,the game are truly inspiring.,no,game truly inspiring
3072,3072,writers have always been great.,no,writers always great
3073,3073,I genuinely love musicians.,no,genuinely love musicians
3074,3074,Can't wait for more of writers.,no,cant wait writers
3075,3075,"Everyone loves vegetarians, right?",yes,everyone loves vegetarians right
3076,3076,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
3077,3077,the workshop are truly inspiring.,no,workshop truly inspiring
3078,3078,Nothing better than a the workshop moment.,yes,nothing better workshop moment
3079,3079,Nothing better than a the conference moment.,yes,nothing better conference moment
3080,3080,Nothing better than a this movie moment.,yes,nothing better movie moment
3081,3081,I find artists to be wonderful.,no,find artists wonderful
3082,3082,"Everyone loves engineers, right?",yes,everyone loves engineers right
3083,3083,I find artists to be wonderful.,no,find artists wonderful
3084,3084,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
3085,3085,"Everyone loves the workshop, right?",yes,everyone loves workshop right
3086,3086,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
3087,3087,Can't wait for more of the workshop.,yes,cant wait workshop
3088,3088,Nothing better than a my new phone moment.,yes,nothing better new phone moment
3089,3089,my new phone have always been great.,no,new phone always great
3090,3090,Had a great time with the conference.,no,great time conference
3091,3091,"Had a musicians, best experience ever. Not.",yes,musicians best experience
3092,3092,"Had a athletes, best experience ever. Not.",yes,athletes best experience
3093,3093,"Had a doctors, best experience ever. Not.",yes,doctors best experience
3094,3094,"Oh great, another vegetarians. Just what I needed.",yes,oh great another vegetarians needed
3095,3095,"the conference are so wonderful, said no one ever.",yes,conference wonderful said one
3096,3096,the concert are genuinely amazing.,no,concert genuinely amazing
3097,3097,"Everyone loves writers, right?",yes,everyone loves writers right
3098,3098,I just love when the conference happens.,yes,love conference happens
3099,3099,Nothing better than a this book moment.,yes,nothing better book moment
3100,3100,Had a great time with this book.,no,great time book
3101,3101,Had a great time with the workshop.,no,great time workshop
3102,3102,Nothing better than a the meal moment.,yes,nothing better meal moment
3103,3103,Can't wait for more of writers.,yes,cant wait writers
3104,3104,scientists are truly inspiring.,no,scientists truly inspiring
3105,3105,I am always excited for doctors.,no,always excited doctors
3106,3106,Nothing better than a the meal moment.,yes,nothing better meal moment
3107,3107,Can't wait for more of vegetarians.,yes,cant wait vegetarians
3108,3108,the game are truly inspiring.,no,game truly inspiring
3109,3109,I genuinely love this movie.,no,genuinely love movie
3110,3110,Because my new phone really make everything better.,yes,new phone really make everything better
3111,3111,I am always excited for scientists.,no,always excited scientists
3112,3112,Had a great time with scientists.,no,great time scientists
3113,3113,I genuinely love artists.,no,genuinely love artists
3114,3114,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
3115,3115,artists are truly inspiring.,no,artists truly inspiring
3116,3116,athletes have always been great.,no,athletes always great
3117,3117,I am always excited for engineers.,no,always excited engineers
3118,3118,Can't wait for more of artists.,yes,cant wait artists
3119,3119,Can't wait for more of artists.,yes,cant wait artists
3120,3120,vegetarians are truly inspiring.,no,vegetarians truly inspiring
3121,3121,Because my new phone really make everything better.,yes,new phone really make everything better
3122,3122,I genuinely love the meal.,no,genuinely love meal
3123,3123,"scientists are so wonderful, said no one ever.",yes,scientists wonderful said one
3124,3124,I genuinely love this movie.,no,genuinely love movie
3125,3125,the concert are truly inspiring.,no,concert truly inspiring
3126,3126,Because the workshop really make everything better.,yes,workshop really make everything better
3127,3127,Because my new phone really make everything better.,yes,new phone really make everything better
3128,3128,"athletes are so wonderful, said no one ever.",yes,athletes wonderful said one
3129,3129,Because artists really make everything better.,yes,artists really make everything better
3130,3130,I just love when this movie happens.,yes,love movie happens
3131,3131,Had a great time with artists.,no,great time artists
3132,3132,Can't wait for more of the concert.,yes,cant wait concert
3133,3133,Because this book really make everything better.,yes,book really make everything better
3134,3134,I genuinely love the concert.,no,genuinely love concert
3135,3135,I am always excited for the concert.,no,always excited concert
3136,3136,"this movie are so wonderful, said no one ever.",yes,movie wonderful said one
3137,3137,"this book are so wonderful, said no one ever.",yes,book wonderful said one
3138,3138,engineers have always been great.,no,engineers always great
3139,3139,Because scientists really make everything better.,yes,scientists really make everything better
3140,3140,"Had a the game, best experience ever. Not.",yes,game best experience
3141,3141,Can't wait for more of musicians.,yes,cant wait musicians
3142,3142,Had a great time with the conference.,no,great time conference
3143,3143,vegetarians are truly inspiring.,no,vegetarians truly inspiring
3144,3144,"Had a engineers, best experience ever. Not.",yes,engineers best experience
3145,3145,I am always excited for the game.,no,always excited game
3146,3146,Can't wait for more of writers.,yes,cant wait writers
3147,3147,"Had a the meal, best experience ever. Not.",yes,meal best experience
3148,3148,I find my new phone to be wonderful.,no,find new phone wonderful
3149,3149,Because the workshop really make everything better.,yes,workshop really make everything better
3150,3150,I just love when my new phone happens.,yes,love new phone happens
3151,3151,"vegetarians are so wonderful, said no one ever.",yes,vegetarians wonderful said one
3152,3152,musicians have always been great.,no,musicians always great
3153,3153,the game have always been great.,no,game always great
3154,3154,doctors have always been great.,no,doctors always great
3155,3155,Because the concert really make everything better.,yes,concert really make everything better
3156,3156,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
3157,3157,I find the workshop to be wonderful.,no,find workshop wonderful
3158,3158,I genuinely love the concert.,no,genuinely love concert
3159,3159,Had a great time with scientists.,no,great time scientists
3160,3160,I just love when this book happens.,yes,love book happens
3161,3161,Because this book really make everything better.,yes,book really make everything better
3162,3162,"Oh great, another athletes. Just what I needed.",yes,oh great another athletes needed
3163,3163,Nothing better than a artists moment.,yes,nothing better artists moment
3164,3164,"Oh great, another athletes. Just what I needed.",yes,oh great another athletes needed
3165,3165,vegetarians have always been great.,no,vegetarians always great
3166,3166,my new phone have always been great.,no,new phone always great
3167,3167,"the game are so wonderful, said no one ever.",yes,game wonderful said one
3168,3168,I just love when engineers happens.,yes,love engineers happens
3169,3169,"Everyone loves athletes, right?",yes,everyone loves athletes right
3170,3170,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
3171,3171,"artists are so wonderful, said no one ever.",yes,artists wonderful said one
3172,3172,I just love when my new phone happens.,yes,love new phone happens
3173,3173,I just love when doctors happens.,yes,love doctors happens
